cluster,n,tag,obs,tag_total,exp,obs_exp,p,fdr
2,121,caramellic,4,24,5.214,0.767,0.8038364326392599,1.0
2,121,meaty,4,35,7.603,0.526,0.9670475863554633,1.0
2,121,fishy,0,12,2.607,0.0,1.0,1.0
2,121,tea,1,6,1.303,0.767,0.7716939367591715,1.0
2,121,warm,0,13,2.824,0.0,1.0,1.0
2,121,hyacinth,0,7,1.521,0.0,1.0,1.0
2,121,tobacco,0,11,2.39,0.0,1.0,1.0
2,121,coumarinic,2,10,2.172,0.921,0.6763553365756539,1.0
2,121,ketonic,2,12,2.607,0.767,0.7739827696895977,1.0
2,121,mint,3,11,2.39,1.255,0.4401924901042945,1.0
2,121,chemical,0,6,1.303,0.0,1.0,1.0
2,121,almond,0,9,1.955,0.0,1.0,1.0
2,121,cherry,1,15,3.259,0.307,0.9759403309350805,1.0
2,121,chicken,3,12,2.607,1.151,0.5031019663010811,1.0
2,121,lemon,4,12,2.607,1.534,0.25146406151393436,1.0
2,121,metallic,5,26,5.648,0.885,0.7011179691525607,1.0
2,121,onion,4,28,6.083,0.658,0.8926972358385059,1.0
2,121,garlic,3,19,4.127,0.727,0.8194856962909518,1.0
2,121,horseradish,0,5,1.086,0.0,1.0,1.0
2,121,sulfurous,4,45,9.776,0.409,0.995049793568307,1.0
2,121,estery,4,13,2.824,1.416,0.30594713080729813,1.0
2,121,alliaceous,3,16,3.476,0.863,0.7120869980727242,1.0
2,121,cabbage,0,9,1.955,0.0,1.0,1.0
2,121,aromatic,1,6,1.303,0.767,0.7716939367591715,1.0
2,121,jasmine,2,13,2.824,0.708,0.8124799247333034,1.0
2,121,strawberry,2,13,2.824,0.708,0.8124799247333034,1.0
2,121,grapefruit,2,10,2.172,0.921,0.6763553365756539,1.0
2,121,ozone,1,5,1.086,0.921,0.7075987310697509,1.0
2,121,anise,0,6,1.303,0.0,1.0,1.0
2,121,amber,1,8,1.738,0.575,0.8610274889093033,1.0
2,121,leafy,2,13,2.824,0.708,0.8124799247333034,1.0
2,121,jammy,1,6,1.303,0.767,0.7716939367591715,1.0
2,121,raspberry,0,7,1.521,0.0,1.0,1.0
2,121,berry,5,21,4.562,1.096,0.49391398035609363,1.0
2,121,gasoline,0,5,1.086,0.0,1.0,1.0
2,121,plum,2,11,2.39,0.837,0.7288359691248448,1.0
2,121,rum,1,7,1.521,0.658,0.8218301139862862,1.0
2,121,cooked,1,5,1.086,0.921,0.7075987310697509,1.0
2,121,weedy,0,5,1.086,0.0,1.0,1.0
3,91,potato,13,14,2.287,5.684,3.358942366445781e-10,1.3704484855098786e-07
3,91,roasted,19,32,5.228,3.634,1.1852774417322632e-08,2.19979499592573e-06
3,91,nutty,23,47,7.679,2.995,4.0440847560240196e-08,4.1249664511445e-06
3,91,coffee,13,23,3.758,3.46,7.5416798620155745e-06,0.0004395721976717649
3,91,phenolic,17,37,6.045,2.812,1.0505512862796772e-05,0.0005714998997361444
3,91,hazelnut,7,10,1.634,4.285,0.00019884094484284075,0.0067605921246565856
